puma,households_grapi_0812_count,households_grapi_0812_count_moe,households_grapi_0812_count_cv,households_grapi_0812_pct,households_grapi_0812_pct_moe,households_rb_0812_count,households_rb_0812_count_moe,households_rb_0812_count_cv,households_rb_0812_pct,households_rb_0812_pct_moe,households_erb_0812_count,households_erb_0812_count_moe,households_erb_0812_count_cv,households_erb_0812_pct,households_erb_0812_pct_moe,households_grapi_0812_wnh_count,households_grapi_0812_wnh_count_moe,households_grapi_0812_wnh_count_cv,households_grapi_0812_wnh_pct,households_grapi_0812_wnh_pct_moe,households_rb_0812_wnh_count,households_rb_0812_wnh_count_moe,households_rb_0812_wnh_count_cv,households_rb_0812_wnh_pct,households_rb_0812_wnh_pct_moe,households_erb_0812_wnh_count,households_erb_0812_wnh_count_moe,households_erb_0812_wnh_count_cv,households_erb_0812_wnh_pct,households_erb_0812_wnh_pct_moe,households_grapi_0812_bnh_count,households_grapi_0812_bnh_count_moe,households_grapi_0812_bnh_count_cv,households_grapi_0812_bnh_pct,households_grapi_0812_bnh_pct_moe,households_rb_0812_bnh_count,households_rb_0812_bnh_count_moe,households_rb_0812_bnh_count_cv,households_rb_0812_bnh_pct,households_rb_0812_bnh_pct_moe,households_erb_0812_bnh_count,households_erb_0812_bnh_count_moe,households_erb_0812_bnh_count_cv,households_erb_0812_bnh_pct,households_erb_0812_bnh_pct_moe,households_grapi_0812_hsp_count,households_grapi_0812_hsp_count_moe,households_grapi_0812_hsp_count_cv,households_grapi_0812_hsp_pct,households_grapi_0812_hsp_pct_moe,households_rb_0812_hsp_count,households_rb_0812_hsp_count_moe,households_rb_0812_hsp_count_cv,households_rb_0812_hsp_pct,households_rb_0812_hsp_pct_moe,households_erb_0812_hsp_count,households_erb_0812_hsp_count_moe,households_erb_0812_hsp_count_cv,households_erb_0812_hsp_pct,households_erb_0812_hsp_pct_moe,households_grapi_0812_anh_count,households_grapi_0812_anh_count_moe,households_grapi_0812_anh_count_cv,households_grapi_0812_anh_pct,households_grapi_0812_anh_pct_moe,households_rb_0812_anh_count,households_rb_0812_anh_count_moe,households_rb_0812_anh_count_cv,households_rb_0812_anh_pct,households_rb_0812_anh_pct_moe,households_erb_0812_anh_count,households_erb_0812_anh_count_moe,households_erb_0812_anh_count_cv,households_erb_0812_anh_pct,households_erb_0812_anh_pct_moe,households_grapi_1519_count,households_grapi_1519_count_moe,households_grapi_1519_count_cv,households_grapi_1519_pct,households_grapi_1519_pct_moe,households_rb_1519_count,households_rb_1519_count_moe,households_rb_1519_count_cv,households_rb_1519_pct,households_rb_1519_pct_moe,households_erb_1519_count,households_erb_1519_count_moe,households_erb_1519_count_cv,households_erb_1519_pct,households_erb_1519_pct_moe,households_grapi_1519_wnh_count,households_grapi_1519_wnh_count_moe,households_grapi_1519_wnh_count_cv,households_grapi_1519_wnh_pct,households_grapi_1519_wnh_pct_moe,households_rb_1519_wnh_count,households_rb_1519_wnh_count_moe,households_rb_1519_wnh_count_cv,households_rb_1519_wnh_pct,households_rb_1519_wnh_pct_moe,households_erb_1519_wnh_count,households_erb_1519_wnh_count_moe,households_erb_1519_wnh_count_cv,households_erb_1519_wnh_pct,households_erb_1519_wnh_pct_moe,households_grapi_1519_bnh_count,households_grapi_1519_bnh_count_moe,households_grapi_1519_bnh_count_cv,households_grapi_1519_bnh_pct,households_grapi_1519_bnh_pct_moe,households_rb_1519_bnh_count,households_rb_1519_bnh_count_moe,households_rb_1519_bnh_count_cv,households_rb_1519_bnh_pct,households_rb_1519_bnh_pct_moe,households_erb_1519_bnh_count,households_erb_1519_bnh_count_moe,households_erb_1519_bnh_count_cv,households_erb_1519_bnh_pct,households_erb_1519_bnh_pct_moe,households_grapi_1519_hsp_count,households_grapi_1519_hsp_count_moe,households_grapi_1519_hsp_count_cv,households_grapi_1519_hsp_pct,households_grapi_1519_hsp_pct_moe,households_rb_1519_hsp_count,households_rb_1519_hsp_count_moe,households_rb_1519_hsp_count_cv,households_rb_1519_hsp_pct,households_rb_1519_hsp_pct_moe,households_erb_1519_hsp_count,households_erb_1519_hsp_count_moe,households_erb_1519_hsp_count_cv,households_erb_1519_hsp_pct,households_erb_1519_hsp_pct_moe,households_grapi_1519_anh_count,households_grapi_1519_anh_count_moe,households_grapi_1519_anh_count_cv,households_grapi_1519_anh_pct,households_grapi_1519_anh_pct_moe,households_rb_1519_anh_count,households_rb_1519_anh_count_moe,households_rb_1519_anh_count_cv,households_rb_1519_anh_pct,households_rb_1519_anh_pct_moe,households_erb_1519_anh_count,households_erb_1519_anh_count_moe,households_erb_1519_anh_count_cv,households_erb_1519_anh_pct,households_erb_1519_anh_pct_moe
04105,15510,967,3.8,100,,8349,810,5.9,53.8,4.0,4129,547,8.1,26.6,3.1,2468,425,10.5,100,,1196,307,15.6,48.5,9.2,710,204,17.5,28.8,6.6,8839,754,5.2,100,,4451,613,8.4,50.4,5.5,2169,414.0,11.6,24.5,4.2,2095,390,11.3,100,,1460,326,13.6,69.7,8.6,808,234,17.6,38.6,8.5,1507,328,13.2,100,,780,239,18.7,51.8,11.2,309,170,33.5,20.5,10.4,15121,950,3.8,100,,7421,644,5.3,49.1,2.9,4301,567,8.0,28.4,3.3,1936,374,11.7,100,,639,186,17.6,33.0,7.2,443,155,21.3,22.9,6.7,8664,825,5.8,100,,4339,528,7.4,50.1,3.8,2349,427,11.0,27.1,4.2,1951,401,12.5,100,,1098,297,16.5,56.3,9.9,667,228,20.8,34.2,9.4,1449,307,12.9,100,,832,242,17.7,57.4,11.5,470,174,22.4,32.4,9.8
04106,27753,1181,2.6,100,,14434,1062,4.5,52.0,3.1,8315,843,6.2,30.0,2.8,8944,822,5.6,100,,5055,676,8.1,56.5,5.5,3034,540,10.8,33.9,5.2,5351,542,6.2,100,,2449,462,11.5,45.8,7.3,1284,325.0,15.4,24.0,5.6,6177,677,6.7,100,,2917,553,11.5,47.2,7.3,1428,405,17.3,23.1,6.1,6475,719,6.8,100,,3550,572,9.8,54.8,6.4,2270,499,13.4,35.1,6.6,29005,1081,2.3,100,,15096,1151,4.6,52.0,3.5,8277,949,7.0,28.5,3.1,7370,658,5.4,100,,3479,556,9.7,47.2,6.2,1944,346,10.8,26.4,4.1,5839,780,8.1,100,,2841,547,11.7,48.7,6.8,1053,312,18.0,18.0,4.8,7235,744,6.3,100,,3801,596,9.5,52.5,6.2,2344,582,15.1,32.4,7.3,6842,789,7.0,100,,3885,669,10.5,56.8,7.3,2294,476,12.6,33.5,5.8
04107,32470,1014,1.9,100,,19944,1134,3.5,61.4,2.9,11627,924,4.8,35.8,2.6,2972,458,9.4,100,,1713,368,13.1,57.6,8.6,888,265,18.1,29.9,7.6,3280,466,8.6,100,,1644,397,14.7,50.1,9.8,963,296.0,18.7,29.4,8.0,17369,930,3.3,100,,11273,950,5.1,64.9,4.2,6579,757,7.0,37.9,3.9,8431,653,4.7,100,,5087,608,7.3,60.3,5.5,3048,482,9.6,36.2,5.0,30892,831,1.6,100,,18772,978,3.2,60.8,2.7,10079,934,5.6,32.6,2.9,2276,443,11.8,100,,1322,346,15.9,58.1,10.2,707,282,24.3,31.1,10.8,2452,465,11.5,100,,700,287,24.9,28.5,10.4,396,219,33.7,16.2,8.4,17900,931,3.2,100,,11572,931,4.9,64.6,4.0,5933,742,7.6,33.1,3.8,7818,672,5.2,100,,4996,602,7.3,63.9,5.4,2968,516,10.6,38.0,5.7
04108,26401,955,2.2,100,,13164,817,3.8,49.9,2.5,7267,693,5.8,27.5,2.4,16615,987,3.6,100,,8619,766,5.4,51.9,3.4,4879,596,7.4,29.4,3.1,830,301,22.1,100,,225,150,40.5,27.1,15.2,84,86.0,62.4,10.1,9.7,4115,598,8.8,100,,1875,433,14.0,45.6,8.2,1093,341,19.0,26.6,7.3,4147,544,8.0,100,,2028,359,10.8,48.9,5.8,964,231,14.6,23.2,4.7,25874,1178,2.8,100,,12618,1087,5.2,48.8,3.6,7408,849,7.0,28.6,3.0,14471,882,3.7,100,,7514,750,6.1,51.9,4.1,4724,635,8.2,32.6,3.9,1119,293,15.9,100,,312,170,33.2,27.9,13.3,154,126,49.9,13.8,10.7,4279,664,9.4,100,,1973,513,15.8,46.1,9.6,960,353,22.4,22.4,7.5,4980,611,7.5,100,,2428,491,12.3,48.8,7.8,1324,323,14.8,26.6,5.6
04109,36045,928,1.6,100,,18199,1057,3.5,50.5,2.6,9355,794,5.2,26.0,2.1,12787,796,3.8,100,,5648,692,7.5,44.2,4.7,2980,504,10.3,23.3,3.7,665,220,20.2,100,,307,147,29.1,46.2,15.9,86,102.0,72.3,12.9,14.8,12177,802,4.0,100,,6416,762,7.2,52.7,5.2,3093,554,10.9,25.4,4.2,9958,802,4.9,100,,5515,701,7.7,55.4,5.4,3044,510,10.2,30.6,4.5,36375,961,1.6,100,,18271,985,3.3,50.2,2.4,7879,852,6.6,21.7,2.3,12722,766,3.7,100,,4907,538,6.7,38.6,3.5,1981,379,11.6,15.6,2.8,813,264,19.7,100,,437,255,35.5,53.8,26.0,122,148,73.7,15.0,17.5,11723,871,4.5,100,,6884,816,7.2,58.7,5.4,2886,601,12.7,24.6,4.8,10207,656,3.9,100,,5746,570,6.0,56.3,4.3,2746,467,10.3,26.9,4.2
04110,33774,1015,1.8,100,,17779,954,3.3,52.6,2.3,10213,785,4.7,30.2,2.1,16985,908,3.2,100,,8086,723,5.4,47.6,3.4,4756,586,7.5,28.0,3.1,710,258,22.1,100,,201,144,43.5,28.3,17.5,152,110.0,43.8,21.4,13.3,14171,858,3.7,100,,8408,817,5.9,59.3,4.5,4769,600,7.6,33.7,3.7,1649,291,10.7,100,,970,238,14.9,58.8,10.0,448,182,24.7,27.2,9.9,35154,989,1.7,100,,16939,814,2.9,48.2,1.9,8868,672,4.6,25.2,1.8,16821,924,3.3,100,,7276,644,5.4,43.3,3.0,3296,498,9.2,19.6,2.8,730,234,19.5,100,,328,144,26.6,44.9,13.4,187,121,39.4,25.6,14.4,15092,836,3.4,100,,7962,729,5.6,52.8,3.8,4579,553,7.3,30.3,3.3,2103,378,10.9,100,,1155,277,14.6,54.9,8.7,628,177,17.1,29.9,6.5
04111,23437,939,2.4,100,,12886,882,4.2,55.0,3.1,7067,711,6.1,30.2,2.8,5700,510,5.4,100,,2742,395,8.8,48.1,5.4,1461,306,12.7,25.6,4.9,2173,385,10.8,100,,1022,269,16.0,47.0,9.1,530,175.0,20.1,24.4,6.8,9921,792,4.9,100,,5881,688,7.1,59.3,5.1,3208,492,9.3,32.3,4.2,4265,415,5.9,100,,2477,383,9.4,58.1,7.0,1409,307,13.2,33.0,6.4,22437,783,2.1,100,,12539,700,3.4,55.9,2.4,6998,562,4.9,31.2,2.3,4962,427,5.2,100,,2746,335,7.4,55.3,4.8,1643,277,10.2,33.1,4.8,1874,295,9.6,100,,942,217,14.0,50.3,8.4,399,130,19.8,21.3,6.1,10200,673,4.0,100,,5762,543,5.7,56.5,3.8,3008,427,8.6,29.5,3.7,4106,430,6.4,100,,2261,354,9.5,55.1,6.4,1451,283,11.8,35.3,5.8
04112,33816,1131,2.0,100,,19642,1072,3.3,58.1,2.5,11539,914,4.8,34.1,2.5,428,153,21.8,100,,187,115,37.3,43.7,21.7,154,116,46.0,36.0,24.0,21460,1013,2.9,100,,11299,823,4.4,52.7,2.9,6632,741.0,6.8,30.9,3.1,7097,676,5.8,100,,4733,528,6.8,66.7,3.9,2643,433,10.0,37.2,5.0,3052,398,7.9,100,,2192,370,10.3,71.8,7.7,1439,336,14.2,47.1,9.1,34523,1251,2.2,100,,19444,1095,3.4,56.3,2.4,10440,947,5.5,30.2,2.5,692,231,20.3,100,,411,170,25.2,59.4,14.6,281,135,29.3,40.6,14.1,21498,970,2.7,100,,11565,862,4.5,53.8,3.2,6422,750,7.1,29.9,3.2,6560,655,6.1,100,,3931,474,7.3,59.9,4.1,1844,392,12.9,28.1,5.3,4265,581,8.3,100,,2642,439,10.1,61.9,5.9,1381,316,13.9,32.4,5.9
04113,13738,917,4.1,100,,7763,745,5.8,56.5,3.9,4326,632,8.9,31.5,4.1,3090,597,11.8,100,,1798,511,17.3,58.2,12.1,781,278,21.6,25.3,7.5,2551,461,11.0,100,,1476,355,14.6,57.9,9.2,941,274.0,17.7,36.9,8.4,4005,542,8.2,100,,2000,429,13.0,49.9,8.3,1158,329,17.3,28.9,7.2,2152,386,10.9,100,,1347,355,16.0,62.6,12.0,782,249,19.3,36.3,9.5,11572,637,3.3,100,,6408,591,5.6,55.4,4.1,3796,480,7.7,32.8,3.7,2344,538,13.9,100,,1202,370,18.7,51.3,10.5,826,327,24.1,35.2,11.4,1880,325,10.5,100,,1052,276,16.0,56.0,11.1,608,214,21.4,32.3,9.9,3550,484,8.3,100,,2118,426,12.2,59.7,8.8,1206,351,17.7,34.0,8.7,2375,343,8.8,100,,1188,253,13.0,50.0,7.9,601,168,17.0,25.3,6.1
04114,23213,860,2.3,100,,11957,983,5.0,51.5,3.8,6928,782,6.9,29.8,3.2,6347,585,5.6,100,,3078,481,9.5,48.5,6.1,1663,369,13.5,26.2,5.3,10478,726,4.2,100,,5534,629,6.9,52.8,4.8,3241,553.0,10.4,30.9,4.8,5640,592,6.4,100,,3028,431,8.7,53.7,5.2,1855,345,11.3,32.9,5.0,404,243,36.6,100,,107,97,55.3,26.5,18.1,96,96,60.8,23.8,19.0,26330,1041,2.4,100,,14104,1130,4.9,53.6,3.7,6958,818,7.1,26.4,2.9,6251,720,7.0,100,,3388,563,10.1,54.2,6.5,1762,432,14.9,28.2,6.1,11180,943,5.1,100,,5744,790,8.4,51.4,5.6,2909,587,12.3,26.0,4.8,7932,818,6.3,100,,4459,762,10.4,56.2,7.7,2042,541,16.1,25.7,6.3,748,282,22.9,100,,429,200,28.4,57.4,15.8,170,138,49.3,22.7,16.3
